ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Herrero_Jauregui_et_al_2013;Peru;Piponiot_et_al_2019;Suriname;Venezuela;number_individuals_ATDN_plots;number_plots_ATDN_plots;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check ITTO_commercial_spp;check ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP 8.5;2050_RCP 2.6_2050_IGS;2050_RCP 2.6_2050_BAU;2050_RCP 8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
875;Rinorea riana;Violaceae;Rinorea;Kuntze;http://www.tropicos.org/Name/50041803;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;4676;79;179384686;8;NA;NA;0;NA;NA;NA;NA;VU;EN;EN;EN;EN;EN;EN;CR;GS;NA;NA
876;Roupala montana;Proteaceae;Roupala;Aubl.;http://www.tropicos.org/Name/26500134;shrub/ tree;NA;1;NA;NA;NA;NA;NA;1;1;NA;NA;399;73;85468701;8;NA;NA;0;NA;1;Least Concern;2020;VU;EN;EN;CR;EN;CR;CR;CR;SA;NA;NA
877;Ruagea insignis;Meliaceae;Ruagea;(C. DC.) T.D. Penn.;http://www.tropicos.org/Name/20400409;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;5;4;420697;6;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;EN;EN;EN;EN;CR;CR;WAN;NA;NA
878;Ruizterania albiflora;Vochysiaceae;Ruizterania;(Warm.) Marc.-Berti;http://www.tropicos.org/Name/34100257;tree;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;797;157;127045075;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
879;Ruprechtia brachysepala;Polygonaceae;Ruprechtia;Meisn.;http://www.tropicos.org/Name/26000345;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;5;2;1846303;6;NA;NA;0;NA;NA;Least Concern;2020;VU;EN;EN;CR;EN;CR;CR;CR;GS;NA;NA
880;Sacoglottis cydonioides;Humiriaceae;Sacoglottis;Cuatrec.;http://www.tropicos.org/Name/15800092;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;47;24;11313279;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;EN;EN;EN;CR;CR;GS;NA;NA
881;Sacoglottis guianensis;Humiriaceae;Sacoglottis;Benth.;http://www.tropicos.org/Name/15800018;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;2076;369;661243562;9;1;4;0.05;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
882;Sagotia racemosa;Euphorbiaceae;Sagotia;Baill.;http://www.tropicos.org/Name/12805162;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1271;136;489797233;9;1;4;0.07;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
883;Salix humboldtiana;Salicaceae;Salix;Willd.;http://www.tropicos.org/Name/28300168;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;EN;CR;EN;EN;CR;CR;WAN;NA;NA
884;Sapindus saponaria;Sapindaceae;Sapindus;L.;http://www.tropicos.org/Name/28600572;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
885;Sapium glandulosum;Euphorbiaceae;Sapium;(L.) Morong;http://www.tropicos.org/Name/12802196;shrub/ tree;NA;NA;NA;NA;NA;NA;1;1;1;1;1;703;215;292066063;8;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;EN;CR;EN;CR;CR;CR;SA;NA;NA
886;Sapium jenmanii;Euphorbiaceae;Sapium;Hemsl.;http://www.tropicos.org/Name/12806959;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;10;6;3211141;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;VU;VU;VU;GS;NA;NA
887;Sapium marmieri;Euphorbiaceae;Sapium;Huber;http://www.tropicos.org/Name/12801787;tree;1;NA;NA;NA;NA;NA;1;1;1;NA;NA;702;196;275181724;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
888;Sapium paucinervium;Euphorbiaceae;Sapium;Hemsl.;http://www.tropicos.org/Name/12807792;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;21;12;3911568;7;NA;NA;0;NA;NA;NA;NA;VU;EN;VU;EN;VU;EN;EN;CR;GS;NA;NA
889;Sarcaulus brasiliensis;Sapotaceae;Sarcaulus;(A. DC.) Eyma;http://www.tropicos.org/Name/28700601;tree;NA;NA;1;NA;NA;NA;NA;1;NA;1;NA;884;230;195683887;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
890;Schefflera decaphylla;Araliaceae;Schefflera;(Seem.) Harms;http://www.worldfloraonline.org/taxon/wfo-0000305810;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;176;74;26164012;7;NA;NA;0;NA;NA;NA;NA;VU;VU;EN;EN;CR;CR;CR;CR;GS;NA;NA
891;Schefflera morototoni;Araliaceae;Schefflera;(Aubl.) Maguire. Steyerm. & Frodin;http://www.worldfloraonline.org/taxon/wfo-0000306111;tree;NA;1;NA;1;NA;NA;1;NA;NA;1;NA;668;303;252989276;8;NA;NA;0;NA;NA;NA;NA;VU;VU;NA;VU;VU;VU;VU;VU;SA;NA;NA
892;Schizolobium parahyba;Fabaceae;Schizolobium;(Vell.) S.F. Blake;http://www.tropicos.org/Name/13006414;tree;1;1;NA;1;NA;NA;1;NA;1;NA;NA;157;62;103350687;8;NA;NA;0;1;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
893;Scleronema micranthum;Malvaceae;Scleronema;(Ducke) Ducke;http://www.tropicos.org/Name/3900673;tree;NA;NA;1;NA;NA;NA;1;NA;1;NA;NA;1496;258;448652031;9;1;3;0.08;NA;NA;Least Concern;2019;NA;VU;EN;EN;EN;EN;EN;EN;CA;NA;NA
894;Scleronema praecox;Malvaceae;Scleronema;(Ducke) Ducke;http://www.tropicos.org/Name/3900676;tree;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;113;35;60311811;8;NA;NA;0;NA;NA;NA;NA;NA;NA;VU;CR;VU;VU;CR;CR;WAN;NA;NA
895;Senegalia loretensis;Fabaceae;Senegalia;(J.F. Macbr.) Seigler & Ebinger;http://www.tropicos.org/Name/50303054;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;120;37;36882927;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;EN;VU;VU;WAN;NA;NA
896;Septotheca tessmannii;Malvaceae;Septotheca;Ulbr.;http://www.tropicos.org/Name/3900433;tree;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;11;2;6949662;7;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
897;Sextonia pubescens;Lauraceae;Sextonia;van der Werff;http://www.tropicos.org/Name/50109319;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;2;937124;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
898;Sextonia rubra;Lauraceae;Sextonia;(Mez) van der Werff;http://www.tropicos.org/Name/50109318;tree;NA;1;NA;NA;1;NA;NA;NA;1;1;NA;449;193;112086697;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
899;Simaba cedron;Simaroubaceae;Simaba;Planch.;http://www.worldfloraonline.org/taxon/wfo-0000492107;tree;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;689;186;205414680;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
900;Simaba morettii;Simaroubaceae;Simaba;Feuillet;http://www.worldfloraonline.org/taxon/wfo-0001278262;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;34;19;1660459;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
901;Simaba orinocensis;Simaroubaceae;Simaba;Kunth;http://www.tropicos.org/Name/29400176;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;187;57;62125160;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
902;Simaba polyphylla;Simaroubaceae;Simaba;(Cavalcante) W.W. Thomas;http://www.tropicos.org/Name/29400189;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;598;199;123495789;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
903;Simarouba amara;Simaroubaceae;Simarouba;Aubl.;http://www.tropicos.org/Name/29400090;tree;1;1;1;1;1;1;1;1;1;1;1;1224;537;469468316;9;1;4;0.1;NA;1;Least Concern;2019;NA;VU;VU;VU;VU;EN;EN;EN;SA;NA;NA
904;Simira cordifolia;Rubiaceae;Simira;(Hook. f.) Steyerm.;http://www.tropicos.org/Name/27909474;tree;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;119;27;36558103;8;NA;NA;0;NA;1;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
905;Simira rubescens;Rubiaceae;Simira;(Benth.) Bremek. ex Steyerm.;http://www.tropicos.org/Name/27906964;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;144;66;87557279;8;NA;NA;0;NA;1;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
906;Siparuna decipiens;Siparunaceae;Siparuna;(Tul.) A. DC.;http://www.tropicos.org/Name/21200123;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1690;358;438921570;9;1;4;0.39;NA;NA;Least Concern;2020;NA;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
907;Sloanea brevipes;Elaeocarpaceae;Sloanea;Benth.;http://www.tropicos.org/Name/11700057;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;77;55;29048776;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;VU;VU;VU;WAN;NA;NA
908;Sloanea echinocarpa;Elaeocarpaceae;Sloanea;Uittien;http://www.tropicos.org/Name/50162552;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;7;4;1570468;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
909;Sloanea eichleri;Elaeocarpaceae;Sloanea;K. Schum.;http://www.tropicos.org/Name/11700118;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;693;139;278999752;8;1;4;0.1;NA;NA;Least Concern;2021;VU;VU;VU;VU;VU;VU;VU;EN;SA;NA;NA
910;Sloanea floribunda;Elaeocarpaceae;Sloanea;Spruce ex Benth.;http://www.tropicos.org/Name/11700062;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;661;265;285905860;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
911;Sloanea fragrans;Elaeocarpaceae;Sloanea;Rusby;http://www.tropicos.org/Name/11700042;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;131;38;32427321;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;NA;NA
912;Sloanea grandiflora;Elaeocarpaceae;Sloanea;Sm.;http://www.tropicos.org/Name/11700125;tree;NA;NA;NA;1;NA;NA;1;NA;NA;1;NA;333;140;99197221;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;EN;EN;GS;NA;NA
913;Sloanea granulosa;Elaeocarpaceae;Sloanea;Ducke;http://www.tropicos.org/Name/11700043;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;9;4;2284463;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
914;Sloanea guianensis;Elaeocarpaceae;Sloanea;(Aubl.) Benth.;http://www.tropicos.org/Name/11700064;tree;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;915;321;428678850;9;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;SA;NA;NA
915;Sloanea parviflora;Elaeocarpaceae;Sloanea;Planch. ex Benth.;http://www.tropicos.org/Name/50108416;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;45;18;21465698;7;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;EN;EN;EN;EN;EN;GS;NA;NA
916;Sloanea robusta;Elaeocarpaceae;Sloanea;Uittien;http://www.tropicos.org/Name/11700122;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;299;32;102805104;8;NA;NA;0;NA;NA;NA;NA;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
917;Sloanea rufa;Elaeocarpaceae;Sloanea;Planch. ex Benth.;http://www.tropicos.org/Name/11700046;tree;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;75;52;40334872;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
918;Solanum grandiflorum;Solanaceae;Solanum;Ruiz & Pav.;http://www.tropicos.org/Name/29601476;shrub/ tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;18;3;5080134;7;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
919;Sorocea sprucei;Moraceae;Sorocea;(Baill.) J.F. Macbr.;http://www.tropicos.org/Name/21300520;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;36;12;11625737;7;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;EN;VU;EN;CR;EN;EN;CA;NA;NA
920;Spachea elegans;Malpighiaceae;Spachea;(G. Mey.) A. Juss.;http://www.tropicos.org/Name/19500980;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;6;2;1640621;6;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;CR;EN;EN;CR;CR;GS;NA;NA
921;Spondias mombin;Anacardiaceae;Spondias;L.;http://www.tropicos.org/Name/1300270;tree;1;1;NA;1;NA;NA;1;1;1;1;NA;1900;335;604504767;9;1;4;0.16;NA;1;Least Concern;2019;VU;VU;EN;CR;EN;CR;CR;CR;GS;NA;NA
922;Stenostomum acreanum;Rubiaceae;Stenostomum;(K. Krause) Achille & Delprete;http://www.tropicos.org/Name/100365924;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;188;16;38420394;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
923;Sterculia apetala;Malvaceae;Sterculia;(Jacq.) H. Karst.;http://www.tropicos.org/Name/30400661;tree;1;NA;1;NA;NA;NA;1;1;NA;NA;1;266;115;106916120;8;NA;NA;0;NA;1;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
924;Sterculia excelsa;Malvaceae;Sterculia;Mart.;http://www.tropicos.org/Name/30400566;tree;NA;1;NA;NA;NA;NA;NA;NA;1;1;NA;927;238;178435286;8;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
925;Sterculia pruriens;Malvaceae;Sterculia;(Aubl.) K. Schum.;http://www.tropicos.org/Name/30400779;tree;NA;NA;NA;NA;NA;1;1;NA;1;1;1;1790;426;519767012;9;1;4;0.24;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
926;Sterculia rugosa;Malvaceae;Sterculia;R. Br.;http://www.tropicos.org/Name/30400574;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;28;7;3764491;7;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;VU;VU;VU;VU;VU;VU;GS;NA;NA
927;Sterculia striata;Malvaceae;Sterculia;A. St.-Hil. & Naudin;http://www.tropicos.org/Name/30400014;tree;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2;2263746;6;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;VU;EN;VU;EN;EN;CR;SA;NA;NA
928;Sterculia tessmannii;Malvaceae;Sterculia;Mildbr.;http://www.tropicos.org/Name/30400577;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;314;94;80653846;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;VU;NA;VU;WAN;NA;NA
929;Sterculia villifera;Malvaceae;Sterculia;Steud.;http://www.tropicos.org/Name/50166722;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;25;8;6697077;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
930;Stryphnodendron guianense;Fabaceae;Stryphnodendron;(Aubl.) Benth.;http://www.tropicos.org/Name/13033226;tree;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;292;75;154645786;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;EN;SA;NA;NA
931;Stryphnodendron polystachyum;Fabaceae;Stryphnodendron;(Miq.) Kleinhoonte;http://www.tropicos.org/Name/13001575;tree;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;252;113;56587866;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
932;Stryphnodendron pulcherrimum;Fabaceae;Stryphnodendron;(Willd.) Hochr.;http://www.tropicos.org/Name/13001576;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;152;105;69622692;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;EN;CR;SA;NA;NA
933;Swartzia arborescens;Fabaceae;Swartzia;(Aubl.) Pittier;http://www.tropicos.org/Name/13001674;tree;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;435;209;127007538;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
934;Swartzia bannia;Fabaceae;Swartzia;Sandwith;http://www.tropicos.org/Name/13001677;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;597;24;101719452;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
935;Swartzia benthamiana;Fabaceae;Swartzia;Miq.;http://www.tropicos.org/Name/13001678;tree;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;245;68;139067938;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;GS;NA;NA
936;Swartzia grandifolia;Fabaceae;Swartzia;Bong. ex Benth.;http://www.tropicos.org/Name/13001718;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;131;62;50626961;8;NA;NA;0;NA;NA;NA;NA;VU;VU;EN;EN;EN;EN;EN;CR;GS;NA;NA
937;Swartzia guianensis;Fabaceae;Swartzia;(Aubl.) Urb.;http://www.tropicos.org/Name/13001722;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;21;14;4184581;7;NA;NA;0;NA;NA;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;GS;NA;NA
938;Swartzia jorori;Fabaceae;Swartzia;Harms;http://www.tropicos.org/Name/13001728;tree;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;71;23;23974842;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
939;Swartzia leiocalycina;Fabaceae;Swartzia;Benth.;http://www.tropicos.org/Name/13001736;tree;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;624;26;149581202;8;1;4;0.01;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
940;Swartzia littlei;Fabaceae;Swartzia;R.S. Cowan;http://www.tropicos.org/Name/13013527;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Endangered;2004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
941;Swartzia longicarpa;Fabaceae;Swartzia;Amshoff;http://www.tropicos.org/Name/13001739;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
942;Swartzia panacoco;Fabaceae;Swartzia;(Aubl.) R.S. Cowan;http://www.tropicos.org/Name/13013543;tree;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;404;127;106507337;8;NA;NA;0;NA;NA;Least Concern;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
943;Swartzia pendula;Fabaceae;Swartzia;Spruce ex Benth.;http://www.tropicos.org/Name/13001776;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;9;4;6251655;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
944;Swartzia polyphylla;Fabaceae;Swartzia;DC.;http://www.tropicos.org/Name/13001786;tree;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;1778;340;472575675;9;1;4;0.06;NA;NA;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
945;Swartzia racemosa;Fabaceae;Swartzia;Benth.;http://www.tropicos.org/Name/13001789;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;909;146;158248089;8;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;EN;EN;EN;EN;CR;CA;NA;NA
946;Swartzia recurva;Fabaceae;Swartzia;Poepp.;http://www.tropicos.org/Name/13001792;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1253;213;150783477;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;EN;EN;EN;EN;CR;CA;NA;NA
947;Swartzia remiger;Fabaceae;Swartzia;Amshoff;http://www.tropicos.org/Name/13001793;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;50;8;7646908;7;NA;NA;0;NA;NA;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;GS;NA;NA
948;Swartzia schomburgkii;Fabaceae;Swartzia;Benth.;http://www.tropicos.org/Name/13001798;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;444;113;173680727;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
949;Swietenia macrophylla;Meliaceae;Swietenia;King;http://www.tropicos.org/Name/20400346;tree;1;1;NA;NA;NA;NA;1;1;1;NA;NA;41;20;28081295;7;NA;NA;0;NA;1;Vulnerable;1998;NA;VU;CR;CR;CR;CR;CR;CR;WAN;1;II
950;Symmeria paniculata;Polygonaceae;Symmeria;Benth.;http://www.tropicos.org/Name/26001034;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;376;63;161686009;8;NA;NA;0;NA;NA;NA;NA;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
951;Symphonia globulifera;Clusiaceae;Symphonia;L. f.;http://www.tropicos.org/Name/7800762;tree;NA;1;NA;1;1;1;1;1;1;1;NA;2749;587;720574971;9;1;3;0.46;NA;1;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;SA;NA;NA
952;Tabebuia fluviatilis;Bignoniaceae;Tabebuia;(Aubl.) DC.;http://www.tropicos.org/Name/3701580;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;281;7;39423231;8;NA;NA;0;NA;NA;Least Concern;2021;VU;EN;CR;CR;CR;CR;CR;CR;GS;NA;NA
953;Tabebuia insignis;Bignoniaceae;Tabebuia;(Miq.) Sandwith;http://www.tropicos.org/Name/3700409;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;727;33;185994286;8;NA;NA;0;NA;NA;Near Threatened;2021;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
954;Tabebuia orinocensis;Bignoniaceae;Tabebuia;(Sandwith) A.H. Gentry;http://www.tropicos.org/Name/3701528;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Near Threatened;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
955;Tabebuia rosea;Bignoniaceae;Tabebuia;(Bertol.) DC.;http://www.tropicos.org/Name/3700648;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;0;NA;NA;NA;0;1;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
956;Tachigali glauca;Fabaceae;Tachigali;Tul.;http://www.tropicos.org/Name/13033319;tree;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;781;216;272139258;8;NA;NA;0;NA;NA;NA;NA;VU;VU;EN;VU;CR;CR;EN;CR;SA;NA;NA
957;Tachigali goeldiana;Fabaceae;Tachigali;(Huber) L.F. Gomes da Silva & H.C. Lima;http://www.tropicos.org/Name/50317936;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;12;3;1487332;6;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;EN;CR;EN;CR;CR;CR;CA;NA;NA
958;Tachigali guianensis;Fabaceae;Tachigali;(Benth.) Zarucchi & Herend.;http://www.tropicos.org/Name/13076107;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;642;138;253396185;8;NA;NA;0;NA;NA;NA;NA;VU;VU;NA;VU;VU;VU;VU;EN;GS;NA;NA
959;Tachigali melinonii;Fabaceae;Tachigali;(Harms) Zarucchi & Herend.;http://www.tropicos.org/Name/13076109;tree;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;429;86;49307184;8;NA;NA;0;NA;NA;NA;NA;NA;VU;EN;CR;EN;CR;CR;CR;CA;NA;NA
960;Tachigali micropetala;Fabaceae;Tachigali;(Ducke) Zarucchi & Pipoly;http://www.tropicos.org/Name/50062807;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;162;62;124763706;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;EN;EN;EN;EN;CA;NA;NA
961;Tachigali paniculata;Fabaceae;Tachigali;Aubl.;http://www.tropicos.org/Name/13033321;tree;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;1274;278;575088564;9;1;4;0.04;NA;NA;Least Concern;2012;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
962;Tachigali paraensis;Fabaceae;Tachigali;(Huber) Barneby;http://www.tropicos.org/Name/50072000;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;337;105;67184006;8;NA;NA;0;NA;NA;NA;NA;VU;VU;EN;CR;CR;CR;CR;CR;GS;NA;NA
